Agent名称,发送的prompt,收到的内容,回合
A010_NJ_KFC,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A010_NJ_KFC | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A010_NJ_KFC | Round=2
【本周行动】你现在扮演：肯德基门店值班经理（州别：NJ，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A010_NJ_KFC | Round=2
周末高峰增2名兼职晚班，缩短等候；核对鸡翅/薯条库存，周四加补货；更换炸油并检修油锅温控，保口味与安全。",2
A011_PA_KFC,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A011_PA_KFC | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A011_PA_KFC | Round=2
【本周行动】你现在扮演：肯德基门店值班经理（州别：PA，连锁：肯德基）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A011_PA_KFC | Round=2
调整班次，非高峰减员10%，控人工成本；推出午市$5套餐，带动客流与加购；盘点冷冻鸡肉与油料，提前补货防断供。",2
A012_PA_WY,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A012_PA_WY | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A012_PA_WY | Round=2
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A012_PA_WY | Round=2
调整周末高峰班次增2人，缩短排队；午市推$5超值餐，拉新提单；冷链盘点与炸机保养，降损防故障。",2
A013_PA_WY,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A013_PA_WY | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A013_PA_WY | Round=2
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A013_PA_WY | Round=2
优化排班：削减非高峰工时，晚高峰加人，控加班。
食安与设备：冷柜温巡、油过滤，补防滑垫。
订货与销售：生鲜面包预补；前台推加购饮品薯条提客单。",2
A014_PA_WY,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A014_PA_WY | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A014_PA_WY | Round=2
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A014_PA_WY | Round=2
晚高峰加人控加班，提速降本；午市小额折扣套餐拉客增单；盘点冷链与油品补货，清洗油炸机保出品与安全。",2
A015_PA_WY,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A015_PA_WY | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A015_PA_WY | Round=2
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A015_PA_WY | Round=2
优化排班：晚高峰增1人，低谷合班，人工占比≤25%。
备货：鸡块/薯条+15%，防缺货与报损。
设备与安全：清洗油炸机，复训防滑与烫伤。",2
A016_PA_WY,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A016_PA_WY | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A016_PA_WY | Round=2
【本周行动】你现在扮演：温迪门店值班经理（州别：PA，连锁：温迪）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A016_PA_WY | Round=2
周末高峰增前台与炸台各1人，降等候提满意；午市$5套餐促销3天，拉客流增附加购；盘点生鲜面包提前补货，检修炸机与消防。",2
A017_PA_RR,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A017_PA_RR | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A017_PA_RR | Round=2
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A017_PA_RR | Round=2
优化班表：周末延时1小时营业，应对客流峰值；午高峰推组合餐加饮品优惠，带动附加销售、去化库存；油炸机深清与过滤油，安排预防保养，降低故障与安全隐患。",2
A018_PA_RR,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A018_PA_RR | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A018_PA_RR | Round=2
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A018_PA_RR | Round=2
优化班次：平日减一人，周末加一人，控劳成并保高峰。
推晚市三明治+薯条组合9折，带动客单与周转。
盘点牛肉/面包/油，提前一周下单；清洗油炸机，做消防点检。",2
A019_PA_RR,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A019_PA_RR | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A019_PA_RR | Round=2
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A019_PA_RR | Round=2

调整排班，高峰加2人，等候<4分钟；鸡肉/面包补货+10%，盘点控损并检查防滑；午市套餐减$1促销，带动饮料加购。",2
A020_PA_RR,"系统: （沿用既有规则；本回合额外：）
请严格遵循：你的回复第一行必须是：Agent=A020_PA_RR | Round=2。然后换行输出正文，不要使用代码块，也不能在第一行之外重复抬头。
用户: Agent=A020_PA_RR | Round=2
【本周行动】你现在扮演：罗伊罗杰门店值班经理（州别：PA，连锁：罗伊罗杰）。
时间定位：起始={start_date}，当前={round_date}，为起始后的第 {round} 周（粒度={period}）。
只输出**本周行动**：列出 1–3 个具体动作及简要理由/目标（可涉及：用工与班次、工资与成本、售价/促销、排班/营业时长、库存/到货、设备与安全、风险应对等）。
**不要复述上周/背景/事件内容**；无变化写“（无更新）”。
样式：紧凑中文自然语句，合计不超过 **80 字**；不要输出 JSON 或代码块；抬头由系统注入，请勿重复。","Agent=A020_PA_RR | Round=2
周末高峰增派1人，午晚错峰排班，控加班成本。核对鸡肉/面包/饮料补货，油炸机清洗保养，记录温度。按总部指引推午间小份套餐限时，配社媒+门店海报引流。",2
